name,learning_rate,d_model,n_heads,num_layers,ff_dim,dropout,runs,seeds,dev_slot_f1_mean,dev_slot_f1_std,dev_intent_accuracy_mean,dev_intent_accuracy_std,test_slot_f1_mean,test_slot_f1_std,test_intent_accuracy_mean,test_intent_accuracy_std,best_checkpoint_path
seq_num_layers_8,0.0005,384,8,8,512,0.0,3,42 101 27,0.9451130715859465,0.005940813139248521,0.9799196787148595,0.0016395513673247717,0.8894349673724286,0.006327313673420064,0.9563269876819708,0.007257268419269708,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_num_layers_8_seed_27.pt
seq_ff_dim_64,0.0005,384,8,1,64,0.0,3,42 101 27,0.9522140054728556,0.0008381580225182925,0.9846050870147257,0.0034129983357381486,0.8946620680464153,0.0013747017643517072,0.9533407988055244,0.004691976517348478,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_64_seed_42.pt
seq_ff_dim_128,0.0005,384,8,1,128,0.0,3,42 101 27,0.9523447983367999,0.00275137979779092,0.9785809906291835,0.005270420263729472,0.8943029430073377,0.0053621079799465515,0.9458753266144083,0.007776284679357815,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_128_seed_27.pt
seq_ff_dim_256,0.0005,384,8,1,256,0.0,3,42 101 27,0.954206174889734,0.0005376357285521142,0.9765729585006694,0.006207241295512493,0.8939979375964535,0.001753848743998434,0.9503546099290779,0.0023010130656845843,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_256_seed_101.pt
seq_ff_dim_512,0.0005,384,8,1,512,0.0,3,42 101 27,0.9530180903230635,0.0015399221054593344,0.9819277108433736,1.1102230246251565e-16,0.8960616830021819,0.0014525937648503541,0.9477416946621874,0.002111554404439098,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_512_seed_27.pt
seq_ff_dim_1024,0.0005,384,8,1,1024,0.0,3,42 101 27,0.9480684388486299,0.0010958580267589717,0.9785809906291835,0.003412998335738134,0.8947853117129262,0.0027918691307654182,0.9421425905188503,0.0027933239169644773,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_1024_seed_101.pt
seq_ff_dim_2048,0.0005,384,8,1,2048,0.0,3,42 101 27,0.9478340230311004,0.0020856047923270993,0.9752342704149933,0.007748217471747149,0.8915844558931342,0.004313319745191849,0.9413960432997387,0.005357484171111348,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_ff_dim_2048_seed_42.pt
seq_dropout_0.0,0.0005,384,8,1,256,0.0,3,42 101 27,0.954206174889734,0.0005376357285521142,0.9765729585006694,0.006207241295512493,0.8939979375964535,0.001753848743998434,0.9503546099290779,0.0023010130656845843,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_dropout_0.0_seed_101.pt
seq_dropout_0.1,0.0005,384,8,1,256,0.1,3,42 101 27,0.9579598103612691,0.0013518505028168282,0.9825970548862114,0.005008912164355986,0.9005331285935186,0.0023503050401325314,0.9507278835386338,0.008228968900727355,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_dropout_0.1_seed_101.pt
seq_dropout_0.2,0.0005,384,8,1,256,0.2,3,42 101 27,0.9523385725936091,0.0032805896266468113,0.9799196787148595,0.0028397862698255273,0.9001143550459565,0.0018833616052677618,0.9507278835386339,0.0015836658033293498,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_dropout_0.2_seed_42.pt
seq_dropout_0.3,0.0005,384,8,1,256,0.3,3,42 101 27,0.9562930132199888,0.0016569676654786625,0.9819277108433736,0.0032791027346495433,0.9016875869617199,0.003968897923843997,0.9481149682717431,0.0027933239169645268,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_dropout_0.3_seed_101.pt
seq_dropout_0.4,0.0005,384,8,1,256,0.4,3,42 101 27,0.9451843436237812,0.002512138287016798,0.9779116465863454,0.0016395513673247261,0.8883872988101729,0.001813771227947026,0.9458753266144084,0.005035736305797691,/home/matteo.morellini/NLU-26/NLU/part_A/bin/seq_dropout_0.4_seed_101.pt
